rollout/cum_rew_1,time/iterations,variables/net_worth,variables/action,variables/current_price,time/time_elapsed,time/fps,time/total_timesteps,train/loss,train/policy_gradient_loss,train/value_loss,train/clip_fraction,train/explained_variance,train/entropy_loss,train/learning_rate,train/clip_range,train/n_updates,train/approx_kl
8.571155529049566,1,14.571155529049548,2,144.12,7,262,2048,,,,,,,,,,
-47.11926169683116,2,-28.984003603678918,0,146.37,20,202,4096,0.1461986005306244,-0.0037440224943566134,3.6478346499614416,0.071044921875,-0.0010612010955810547,-1.0892054326832294,0.0003,0.2,10,0.0114536565
-15.15760379123357,3,-39.68006893337406,2,145.09,33,185,6144,0.5051877498626709,-0.005815987417008728,1.5323450417257845,0.097216796875,5.960464477539063e-08,-1.0900338266044856,0.0003,0.2,20,0.012314744
-39.74197103515468,4,-71.80665535314381,0,144.78,45,180,8192,0.28418248891830444,-0.0024175610655220226,0.532179684471339,0.042529296875,0.0,-1.073674101382494,0.0003,0.2,30,0.008480538
